  4263 1495299171.13614: Loading Connection 'network_cli' from /usr/lib/python2.7/dist-packages/ansible/plugins/connection/network_cli.py
  4263 1495299171.13994: Loading ShellModule 'csh' from /usr/lib/python2.7/dist-packages/ansible/plugins/shell/csh.py
  4263 1495299171.14062: Loading ShellModule 'fish' from /usr/lib/python2.7/dist-packages/ansible/plugins/shell/fish.py
  4263 1495299171.14117: Loading ShellModule 'powershell' from /usr/lib/python2.7/dist-packages/ansible/plugins/shell/powershell.py
  4263 1495299171.14135: Loading ShellModule 'sh' from /usr/lib/python2.7/dist-packages/ansible/plugins/shell/sh.py
  4263 1495299171.14208: Loading ShellModule 'sh' from /usr/lib/python2.7/dist-packages/ansible/plugins/shell/sh.py (found_in_cache=True, class_only=False)
  4263 1495299171.46134: Loading TerminalModule 'ios' from /usr/lib/python2.7/dist-packages/ansible/plugins/terminal/ios.py
2017-05-20 16:53:21,257 p=4291 u=vagrant |    4291 1495299201.25655: starting run
2017-05-20 18:21:48,267 p=9197 u=vagrant |  TASK [Make sure we're in the right branch] *********************************************************
2017-05-20 18:21:48,550 p=9197 u=vagrant |  changed: [localhost] => {"changed": true, "cmd": "git status", "delta": "0:00:00.036204", "end": "2017-05-20 18:21:48.531933", "rc": 0, "start": "2017-05-20 18:21:48.495729", "stderr": "", "stderr_lines": [], "stdout": "On branch Actual\nnothing to commit, working directory clean", "stdout_lines": ["On branch Actual", "nothing to commit, working directory clean"]}
2017-05-20 18:21:48,552 p=9197 u=vagrant |  TASK [Add files to Git staging area] ***************************************************************
2017-05-20 18:21:48,610 p=9197 u=vagrant |  skipping: [localhost] => {"changed": false, "skip_reason": "Conditional result was False", "skipped": true}
2017-05-20 18:21:48,614 p=9197 u=vagrant |  PLAY RECAP *****************************************************************************************
2017-05-20 18:21:48,615 p=9197 u=vagrant |  localhost                  : ok=3    changed=3    unreachable=0    failed=0   
2017-05-20 18:21:51,626 p=9285 u=vagrant |  Using /vagrant/Examples/Config-to-Git/ansible.cfg as config file
2017-05-20 18:21:51,732 p=9285 u=vagrant |  PLAY [Commit configuration changes] ****************************************************************
2017-05-20 18:21:51,748 p=9285 u=vagrant |  TASK [Get timestamp] *******************************************************************************
2017-05-20 18:21:52,008 p=9285 u=vagrant |  changed: [localhost] => {"changed": true, "cmd": "date", "delta": "0:00:00.003199", "end": "2017-05-20 18:21:51.993501", "rc": 0, "start": "2017-05-20 18:21:51.990302", "stderr": "", "stderr_lines": [], "stdout": "Sat May 20 18:21:51 UTC 2017", "stdout_lines": ["Sat May 20 18:21:51 UTC 2017"]}
2017-05-20 18:21:52,012 p=9285 u=vagrant |  TASK [Make sure we're in the right branch] *********************************************************
2017-05-20 18:21:52,234 p=9285 u=vagrant |  changed: [localhost] => {"changed": true, "cmd": "git checkout Actual", "delta": "0:00:00.031957", "end": "2017-05-20 18:21:52.211321", "rc": 0, "start": "2017-05-20 18:21:52.179364", "stderr": "Already on 'Actual'", "stderr_lines": ["Already on 'Actual'"], "stdout": "", "stdout_lines": []}
2017-05-20 18:21:52,236 p=9285 u=vagrant |  TASK [Make sure we're in the right branch] *********************************************************
2017-05-20 18:21:52,470 p=9285 u=vagrant |  changed: [localhost] => {"changed": true, "cmd": "git status", "delta": "0:00:00.033664", "end": "2017-05-20 18:21:52.450646", "rc": 0, "start": "2017-05-20 18:21:52.416982", "stderr": "", "stderr_lines": [], "stdout": "On branch Actual\nnothing to commit, working directory clean", "stdout_lines": ["On branch Actual", "nothing to commit, working directory clean"]}
2017-05-20 18:21:52,472 p=9285 u=vagrant |  TASK [Add files to Git staging area] ***************************************************************
2017-05-20 18:21:52,509 p=9285 u=vagrant |  skipping: [localhost] => {"changed": false, "skip_reason": "Conditional result was False", "skipped": true}
2017-05-20 18:21:52,513 p=9285 u=vagrant |  PLAY RECAP *****************************************************************************************
2017-05-20 18:21:52,514 p=9285 u=vagrant |  localhost                  : ok=3    changed=3    unreachable=0    failed=0   
2017-05-20 18:23:14,212 p=9388 u=vagrant |  PLAY [Get device configuration] ********************************************************************
2017-05-20 18:23:14,231 p=9388 u=vagrant |  TASK [Grab configuration] **************************************************************************
2017-05-20 18:23:15,594 p=9403 u=vagrant |  creating new control socket for host 172.16.1.110:22 as user cisco
2017-05-20 18:23:15,595 p=9403 u=vagrant |  control socket path is /home/vagrant/.ansible/pc/d537d3ea98
2017-05-20 18:23:15,595 p=9403 u=vagrant |  current working directory is /vagrant/Examples/Config-to-Git
2017-05-20 18:23:15,595 p=9403 u=vagrant |  using connection plugin network_cli
2017-05-20 18:23:15,608 p=9405 u=vagrant |  creating new control socket for host 172.16.1.112:22 as user cisco
2017-05-20 18:23:15,609 p=9405 u=vagrant |  control socket path is /home/vagrant/.ansible/pc/e3a1e35360
2017-05-20 18:23:15,609 p=9405 u=vagrant |  current working directory is /vagrant/Examples/Config-to-Git
2017-05-20 18:23:15,609 p=9405 u=vagrant |  using connection plugin network_cli
2017-05-20 18:23:15,634 p=9404 u=vagrant |  creating new control socket for host 172.16.1.111:22 as user cisco
2017-05-20 18:23:15,635 p=9404 u=vagrant |  control socket path is /home/vagrant/.ansible/pc/47f8092613
2017-05-20 18:23:15,635 p=9404 u=vagrant |  current working directory is /vagrant/Examples/Config-to-Git
2017-05-20 18:23:15,635 p=9404 u=vagrant |  using connection plugin network_cli
2017-05-20 18:23:15,794 p=9406 u=vagrant |  creating new control socket for host 172.16.1.120:22 as user cisco
2017-05-20 18:23:15,795 p=9406 u=vagrant |  control socket path is /home/vagrant/.ansible/pc/62784bd107
2017-05-20 18:23:15,795 p=9406 u=vagrant |  current working directory is /vagrant/Examples/Config-to-Git
2017-05-20 18:23:15,795 p=9406 u=vagrant |  using connection plugin network_cli
2017-05-20 18:23:15,823 p=9407 u=vagrant |  creating new control socket for host 172.16.1.121:22 as user cisco
2017-05-20 18:23:15,847 p=9407 u=vagrant |  control socket path is /home/vagrant/.ansible/pc/d174acf9c7
2017-05-20 18:23:15,850 p=9407 u=vagrant |  current working directory is /vagrant/Examples/Config-to-Git
2017-05-20 18:23:15,854 p=9407 u=vagrant |  using connection plugin network_cli
2017-05-20 18:23:16,335 p=9405 u=vagrant |  ssh connection done, setting terminal
2017-05-20 18:23:16,339 p=9405 u=vagrant |  ssh connection has completed successfully
2017-05-20 18:23:16,340 p=9405 u=vagrant |  connection established to 172.16.1.112 in 0:00:00.729753
2017-05-20 18:23:16,405 p=9403 u=vagrant |  ssh connection done, setting terminal
2017-05-20 18:23:16,412 p=9403 u=vagrant |  ssh connection has completed successfully
2017-05-20 18:23:16,412 p=9403 u=vagrant |  connection established to 172.16.1.110 in 0:00:00.817017
2017-05-20 18:23:16,497 p=9404 u=vagrant |  ssh connection done, setting terminal
2017-05-20 18:23:16,503 p=9404 u=vagrant |  ssh connection has completed successfully
2017-05-20 18:23:16,503 p=9404 u=vagrant |  connection established to 172.16.1.111 in 0:00:00.868689
2017-05-20 18:23:16,583 p=9405 u=vagrant |  incoming request accepted on persistent socket
2017-05-20 18:23:16,583 p=9405 u=vagrant |  socket operation is CONTEXT
2017-05-20 18:23:16,584 p=9405 u=vagrant |  updating play_context for connection
2017-05-20 18:23:16,584 p=9405 u=vagrant |  socket operation is EXEC
2017-05-20 18:23:16,584 p=9405 u=vagrant |  attempting to open shell to device
2017-05-20 18:23:16,586 p=9403 u=vagrant |  incoming request accepted on persistent socket
2017-05-20 18:23:16,586 p=9403 u=vagrant |  socket operation is CONTEXT
2017-05-20 18:23:16,587 p=9403 u=vagrant |  updating play_context for connection
2017-05-20 18:23:16,587 p=9403 u=vagrant |  socket operation is EXEC
2017-05-20 18:23:16,587 p=9403 u=vagrant |  attempting to open shell to device
2017-05-20 18:23:16,607 p=9407 u=vagrant |  ssh connection done, setting terminal
2017-05-20 18:23:16,611 p=9407 u=vagrant |  ssh connection has completed successfully
2017-05-20 18:23:16,611 p=9407 u=vagrant |  connection established to 172.16.1.121 in 0:00:00.758943
2017-05-20 18:23:16,625 p=9404 u=vagrant |  incoming request accepted on persistent socket
2017-05-20 18:23:16,625 p=9404 u=vagrant |  socket operation is CONTEXT
2017-05-20 18:23:16,625 p=9404 u=vagrant |  updating play_context for connection
2017-05-20 18:23:16,626 p=9404 u=vagrant |  socket operation is EXEC
2017-05-20 18:23:16,626 p=9404 u=vagrant |  attempting to open shell to device
2017-05-20 18:23:16,714 p=9406 u=vagrant |  ssh connection done, setting terminal
2017-05-20 18:23:16,718 p=9406 u=vagrant |  ssh connection has completed successfully
2017-05-20 18:23:16,719 p=9406 u=vagrant |  connection established to 172.16.1.120 in 0:00:00.923335
2017-05-20 18:23:16,785 p=9406 u=vagrant |  incoming request accepted on persistent socket
2017-05-20 18:23:16,785 p=9406 u=vagrant |  socket operation is CONTEXT
2017-05-20 18:23:16,786 p=9406 u=vagrant |  updating play_context for connection
2017-05-20 18:23:16,787 p=9406 u=vagrant |  socket operation is EXEC
2017-05-20 18:23:16,787 p=9406 u=vagrant |  attempting to open shell to device
2017-05-20 18:23:16,815 p=9403 u=vagrant |  shell successfully opened
2017-05-20 18:23:16,815 p=9403 u=vagrant |  socket operation completed with rc 0
2017-05-20 18:23:16,817 p=9407 u=vagrant |  incoming request accepted on persistent socket
2017-05-20 18:23:16,818 p=9407 u=vagrant |  socket operation is CONTEXT
2017-05-20 18:23:16,818 p=9407 u=vagrant |  updating play_context for connection
2017-05-20 18:23:16,818 p=9407 u=vagrant |  socket operation is EXEC
2017-05-20 18:23:16,818 p=9407 u=vagrant |  attempting to open shell to device
2017-05-20 18:23:16,853 p=9405 u=vagrant |  shell successfully opened
2017-05-20 18:23:16,854 p=9405 u=vagrant |  socket operation completed with rc 0
2017-05-20 18:23:16,932 p=9404 u=vagrant |  shell successfully opened
2017-05-20 18:23:16,932 p=9404 u=vagrant |  socket operation completed with rc 0
2017-05-20 18:23:17,000 p=9406 u=vagrant |  shell successfully opened
2017-05-20 18:23:17,000 p=9406 u=vagrant |  socket operation completed with rc 0
2017-05-20 18:23:17,017 p=9407 u=vagrant |  shell successfully opened
2017-05-20 18:23:17,017 p=9407 u=vagrant |  socket operation completed with rc 0
2017-05-20 18:23:17,820 p=9407 u=vagrant |  incoming request accepted on persistent socket
2017-05-20 18:23:17,821 p=9407 u=vagrant |  socket operation is EXEC
2017-05-20 18:23:17,828 p=9406 u=vagrant |  incoming request accepted on persistent socket
2017-05-20 18:23:17,828 p=9406 u=vagrant |  socket operation is EXEC
2017-05-20 18:23:17,836 p=9405 u=vagrant |  incoming request accepted on persistent socket
2017-05-20 18:23:17,837 p=9404 u=vagrant |  incoming request accepted on persistent socket
2017-05-20 18:23:17,837 p=9405 u=vagrant |  socket operation is EXEC
2017-05-20 18:23:17,838 p=9404 u=vagrant |  socket operation is EXEC
2017-05-20 18:23:17,845 p=9403 u=vagrant |  incoming request accepted on persistent socket
2017-05-20 18:23:17,846 p=9403 u=vagrant |  socket operation is EXEC
2017-05-20 18:23:23,215 p=9406 u=vagrant |  socket operation completed with rc 0
2017-05-20 18:23:23,243 p=9388 u=vagrant |  ok: [E3]
2017-05-20 18:23:23,489 p=9543 u=vagrant |  creating new control socket for host 172.16.1.122:22 as user cisco
2017-05-20 18:23:23,494 p=9543 u=vagrant |  control socket path is /home/vagrant/.ansible/pc/19d56e3a1b
2017-05-20 18:23:23,494 p=9543 u=vagrant |  current working directory is /vagrant/Examples/Config-to-Git
2017-05-20 18:23:23,496 p=9543 u=vagrant |  using connection plugin network_cli
2017-05-20 18:23:23,802 p=9404 u=vagrant |  socket operation completed with rc 0
2017-05-20 18:23:23,818 p=9388 u=vagrant |  ok: [E2]
2017-05-20 18:23:24,042 p=9403 u=vagrant |  socket operation completed with rc 0
2017-05-20 18:23:24,047 p=9405 u=vagrant |  socket operation completed with rc 0
2017-05-20 18:23:24,076 p=9388 u=vagrant |  ok: [E1]
2017-05-20 18:23:24,083 p=9388 u=vagrant |  ok: [PE1]
2017-05-20 18:23:24,114 p=9407 u=vagrant |  socket operation completed with rc 0
2017-05-20 18:23:24,123 p=9543 u=vagrant |  ssh connection done, setting terminal
2017-05-20 18:23:24,134 p=9543 u=vagrant |  ssh connection has completed successfully
2017-05-20 18:23:24,135 p=9543 u=vagrant |  connection established to 172.16.1.122 in 0:00:00.640280
2017-05-20 18:23:24,142 p=9388 u=vagrant |  ok: [E4]
2017-05-20 18:23:24,472 p=9543 u=vagrant |  incoming request accepted on persistent socket
2017-05-20 18:23:24,472 p=9543 u=vagrant |  socket operation is CONTEXT
2017-05-20 18:23:24,473 p=9543 u=vagrant |  updating play_context for connection
2017-05-20 18:23:24,474 p=9543 u=vagrant |  socket operation is EXEC
2017-05-20 18:23:24,474 p=9543 u=vagrant |  attempting to open shell to device
2017-05-20 18:23:24,593 p=9543 u=vagrant |  shell successfully opened
2017-05-20 18:23:24,594 p=9543 u=vagrant |  socket operation completed with rc 0
2017-05-20 18:23:24,733 p=9543 u=vagrant |  incoming request accepted on persistent socket
2017-05-20 18:23:24,733 p=9543 u=vagrant |  socket operation is EXEC
2017-05-20 18:23:27,135 p=9543 u=vagrant |  socket operation completed with rc 0
2017-05-20 18:23:27,155 p=9388 u=vagrant |  ok: [PE2]
2017-05-20 18:23:27,157 p=9388 u=vagrant |  TASK [set_fact] ************************************************************************************
2017-05-20 18:23:27,451 p=9388 u=vagrant |  ok: [E1]
2017-05-20 18:23:27,460 p=9388 u=vagrant |  ok: [E2]
2017-05-20 18:23:27,468 p=9388 u=vagrant |  ok: [PE1]
2017-05-20 18:23:27,476 p=9388 u=vagrant |  ok: [E3]
2017-05-20 18:23:27,489 p=9388 u=vagrant |  ok: [E4]
2017-05-20 18:23:27,525 p=9388 u=vagrant |  ok: [PE2]
2017-05-20 18:23:27,537 p=9388 u=vagrant |  TASK [Save configuration to local file] ************************************************************
2017-05-20 18:23:29,892 p=9388 u=vagrant |  ok: [E1 -> localhost]
2017-05-20 18:23:29,904 p=9388 u=vagrant |  ok: [E2 -> localhost]
2017-05-20 18:23:29,944 p=9388 u=vagrant |  ok: [PE1 -> localhost]
2017-05-20 18:23:29,967 p=9388 u=vagrant |  ok: [E3 -> localhost]
2017-05-20 18:23:29,969 p=9388 u=vagrant |  ok: [E4 -> localhost]
2017-05-20 18:23:30,286 p=9388 u=vagrant |  ok: [PE2 -> localhost]
2017-05-20 18:23:30,292 p=9388 u=vagrant |  PLAY [Commit configuration changes] ****************************************************************
2017-05-20 18:23:30,295 p=9388 u=vagrant |  TASK [Get timestamp] *******************************************************************************
2017-05-20 18:23:30,560 p=9388 u=vagrant |  changed: [localhost]
2017-05-20 18:23:30,562 p=9388 u=vagrant |  TASK [Make sure we're in the right branch] *********************************************************
2017-05-20 18:23:30,786 p=9388 u=vagrant |  changed: [localhost]
2017-05-20 18:23:30,791 p=9388 u=vagrant |  TASK [Make sure we're in the right branch] *********************************************************
2017-05-20 18:23:31,080 p=9388 u=vagrant |  changed: [localhost]
2017-05-20 18:23:31,087 p=9388 u=vagrant |  TASK [Add files to Git staging area] ***************************************************************
2017-05-20 18:23:31,144 p=9388 u=vagrant |  skipping: [localhost]
2017-05-20 18:23:31,152 p=9388 u=vagrant |  PLAY RECAP *****************************************************************************************
2017-05-20 18:23:31,153 p=9388 u=vagrant |  E1                         : ok=3    changed=0    unreachable=0    failed=0   
2017-05-20 18:23:31,155 p=9388 u=vagrant |  E2                         : ok=3    changed=0    unreachable=0    failed=0   
2017-05-20 18:23:31,156 p=9388 u=vagrant |  E3                         : ok=3    changed=0    unreachable=0    failed=0   
2017-05-20 18:23:31,157 p=9388 u=vagrant |  E4                         : ok=3    changed=0    unreachable=0    failed=0   
2017-05-20 18:23:31,157 p=9388 u=vagrant |  PE1                        : ok=3    changed=0    unreachable=0    failed=0   
2017-05-20 18:23:31,158 p=9388 u=vagrant |  PE2                        : ok=3    changed=0    unreachable=0    failed=0   
2017-05-20 18:23:31,158 p=9388 u=vagrant |  localhost                  : ok=3    changed=3    unreachable=0    failed=0   
2017-05-20 18:23:53,224 p=9406 u=vagrant |  closing shell due to sigalarm
2017-05-20 18:23:53,224 p=9406 u=vagrant |  closing shell on device
2017-05-20 18:23:53,225 p=9406 u=vagrant |  shutting down control socket, connection was active for 0:00:37.429837 secs
2017-05-20 18:23:53,225 p=9406 u=vagrant |  closing connection
2017-05-20 18:23:53,225 p=9406 u=vagrant |  closing shell on device
2017-05-20 18:23:53,806 p=9404 u=vagrant |  closing shell due to sigalarm
2017-05-20 18:23:53,806 p=9404 u=vagrant |  closing shell on device
2017-05-20 18:23:53,807 p=9404 u=vagrant |  shutting down control socket, connection was active for 0:00:38.171914 secs
2017-05-20 18:23:53,807 p=9404 u=vagrant |  closing connection
2017-05-20 18:23:53,807 p=9404 u=vagrant |  closing shell on device
2017-05-20 18:23:54,046 p=9403 u=vagrant |  closing shell due to sigalarm
2017-05-20 18:23:54,046 p=9403 u=vagrant |  closing shell on device
2017-05-20 18:23:54,047 p=9403 u=vagrant |  shutting down control socket, connection was active for 0:00:38.451636 secs
2017-05-20 18:23:54,047 p=9403 u=vagrant |  closing connection
2017-05-20 18:23:54,047 p=9403 u=vagrant |  closing shell on device
2017-05-20 18:23:54,048 p=9405 u=vagrant |  closing shell due to sigalarm
2017-05-20 18:23:54,048 p=9405 u=vagrant |  closing shell on device
2017-05-20 18:23:54,048 p=9405 u=vagrant |  shutting down control socket, connection was active for 0:00:38.438871 secs
2017-05-20 18:23:54,048 p=9405 u=vagrant |  closing connection
2017-05-20 18:23:54,048 p=9405 u=vagrant |  closing shell on device
2017-05-20 18:23:54,119 p=9407 u=vagrant |  closing shell due to sigalarm
2017-05-20 18:23:54,119 p=9407 u=vagrant |  closing shell on device
2017-05-20 18:23:54,119 p=9407 u=vagrant |  shutting down control socket, connection was active for 0:00:38.267174 secs
2017-05-20 18:23:54,119 p=9407 u=vagrant |  closing connection
2017-05-20 18:23:54,119 p=9407 u=vagrant |  closing shell on device
2017-05-20 18:23:57,141 p=9543 u=vagrant |  closing shell due to sigalarm
2017-05-20 18:23:57,141 p=9543 u=vagrant |  closing shell on device
2017-05-20 18:23:57,141 p=9543 u=vagrant |  shutting down control socket, connection was active for 0:00:33.646968 secs
2017-05-20 18:23:57,141 p=9543 u=vagrant |  closing connection
2017-05-20 18:23:57,141 p=9543 u=vagrant |  closing shell on device
2017-05-20 18:28:09,403 p=9984 u=vagrant |  PLAY [Get device configuration] ********************************************************************
2017-05-20 18:28:09,428 p=9984 u=vagrant |  TASK [Grab configuration] **************************************************************************
2017-05-20 18:28:10,898 p=10001 u=vagrant |  creating new control socket for host 172.16.1.112:22 as user cisco
2017-05-20 18:28:10,898 p=10001 u=vagrant |  control socket path is /home/vagrant/.ansible/pc/e3a1e35360
2017-05-20 18:28:10,898 p=10001 u=vagrant |  current working directory is /vagrant/Examples/Config-to-Git
2017-05-20 18:28:10,898 p=10001 u=vagrant |  using connection plugin network_cli
2017-05-20 18:28:10,922 p=9999 u=vagrant |  creating new control socket for host 172.16.1.110:22 as user cisco
2017-05-20 18:28:10,923 p=9999 u=vagrant |  control socket path is /home/vagrant/.ansible/pc/d537d3ea98
2017-05-20 18:28:10,923 p=9999 u=vagrant |  current working directory is /vagrant/Examples/Config-to-Git
2017-05-20 18:28:10,923 p=9999 u=vagrant |  using connection plugin network_cli
2017-05-20 18:28:10,931 p=10002 u=vagrant |  creating new control socket for host 172.16.1.120:22 as user cisco
2017-05-20 18:28:10,932 p=10002 u=vagrant |  control socket path is /home/vagrant/.ansible/pc/62784bd107
2017-05-20 18:28:10,941 p=10002 u=vagrant |  current working directory is /vagrant/Examples/Config-to-Git
2017-05-20 18:28:10,941 p=10002 u=vagrant |  using connection plugin network_cli
2017-05-20 18:28:10,966 p=10000 u=vagrant |  creating new control socket for host 172.16.1.111:22 as user cisco
2017-05-20 18:28:10,967 p=10000 u=vagrant |  control socket path is /home/vagrant/.ansible/pc/47f8092613
2017-05-20 18:28:10,967 p=10000 u=vagrant |  current working directory is /vagrant/Examples/Config-to-Git
2017-05-20 18:28:10,967 p=10000 u=vagrant |  using connection plugin network_cli
2017-05-20 18:28:10,997 p=10003 u=vagrant |  creating new control socket for host 172.16.1.121:22 as user cisco
2017-05-20 18:28:10,998 p=10003 u=vagrant |  control socket path is /home/vagrant/.ansible/pc/d174acf9c7
2017-05-20 18:28:10,998 p=10003 u=vagrant |  current working directory is /vagrant/Examples/Config-to-Git
2017-05-20 18:28:10,998 p=10003 u=vagrant |  using connection plugin network_cli
2017-05-20 18:28:11,515 p=10001 u=vagrant |  ssh connection done, setting terminal
2017-05-20 18:28:11,519 p=10001 u=vagrant |  ssh connection has completed successfully
2017-05-20 18:28:11,519 p=10001 u=vagrant |  connection established to 172.16.1.112 in 0:00:00.620608
2017-05-20 18:28:11,604 p=10002 u=vagrant |  ssh connection done, setting terminal
2017-05-20 18:28:11,609 p=10002 u=vagrant |  ssh connection has completed successfully
2017-05-20 18:28:11,609 p=10002 u=vagrant |  connection established to 172.16.1.120 in 0:00:00.667755
2017-05-20 18:28:11,672 p=10000 u=vagrant |  ssh connection done, setting terminal
2017-05-20 18:28:11,677 p=10000 u=vagrant |  ssh connection has completed successfully
2017-05-20 18:28:11,677 p=10000 u=vagrant |  connection established to 172.16.1.111 in 0:00:00.710527
2017-05-20 18:28:11,702 p=10003 u=vagrant |  ssh connection done, setting terminal
2017-05-20 18:28:11,710 p=10003 u=vagrant |  ssh connection has completed successfully
2017-05-20 18:28:11,710 p=10003 u=vagrant |  connection established to 172.16.1.121 in 0:00:00.711640
2017-05-20 18:28:11,768 p=9999 u=vagrant |  ssh connection done, setting terminal
2017-05-20 18:28:11,773 p=9999 u=vagrant |  ssh connection has completed successfully
2017-05-20 18:28:11,773 p=9999 u=vagrant |  connection established to 172.16.1.110 in 0:00:00.849884
2017-05-20 18:28:11,888 p=10001 u=vagrant |  incoming request accepted on persistent socket
2017-05-20 18:28:11,888 p=10001 u=vagrant |  socket operation is CONTEXT
2017-05-20 18:28:11,888 p=10001 u=vagrant |  updating play_context for connection
2017-05-20 18:28:11,889 p=10001 u=vagrant |  socket operation is EXEC
2017-05-20 18:28:11,889 p=10001 u=vagrant |  attempting to open shell to device
2017-05-20 18:28:11,911 p=9999 u=vagrant |  incoming request accepted on persistent socket
2017-05-20 18:28:11,912 p=9999 u=vagrant |  socket operation is CONTEXT
2017-05-20 18:28:11,912 p=9999 u=vagrant |  updating play_context for connection
2017-05-20 18:28:11,912 p=9999 u=vagrant |  socket operation is EXEC
2017-05-20 18:28:11,912 p=9999 u=vagrant |  attempting to open shell to device
2017-05-20 18:28:11,921 p=10002 u=vagrant |  incoming request accepted on persistent socket
2017-05-20 18:28:11,921 p=10002 u=vagrant |  socket operation is CONTEXT
2017-05-20 18:28:11,922 p=10002 u=vagrant |  updating play_context for connection
2017-05-20 18:28:11,922 p=10002 u=vagrant |  socket operation is EXEC
2017-05-20 18:28:11,922 p=10002 u=vagrant |  attempting to open shell to device
2017-05-20 18:28:11,946 p=10000 u=vagrant |  incoming request accepted on persistent socket
2017-05-20 18:28:11,946 p=10000 u=vagrant |  socket operation is CONTEXT
2017-05-20 18:28:11,947 p=10000 u=vagrant |  updating play_context for connection
2017-05-20 18:28:11,947 p=10000 u=vagrant |  socket operation is EXEC
2017-05-20 18:28:11,947 p=10000 u=vagrant |  attempting to open shell to device
2017-05-20 18:28:11,981 p=10003 u=vagrant |  incoming request accepted on persistent socket
2017-05-20 18:28:11,981 p=10003 u=vagrant |  socket operation is CONTEXT
2017-05-20 18:28:11,982 p=10003 u=vagrant |  updating play_context for connection
2017-05-20 18:28:11,986 p=10003 u=vagrant |  socket operation is EXEC
2017-05-20 18:28:11,986 p=10003 u=vagrant |  attempting to open shell to device
2017-05-20 18:28:12,204 p=9999 u=vagrant |  shell successfully opened
2017-05-20 18:28:12,205 p=9999 u=vagrant |  socket operation completed with rc 0
2017-05-20 18:28:12,221 p=10000 u=vagrant |  shell successfully opened
2017-05-20 18:28:12,221 p=10000 u=vagrant |  socket operation completed with rc 0
2017-05-20 18:28:12,243 p=10002 u=vagrant |  shell successfully opened
2017-05-20 18:28:12,243 p=10002 u=vagrant |  socket operation completed with rc 0
2017-05-20 18:28:12,245 p=10001 u=vagrant |  shell successfully opened
2017-05-20 18:28:12,245 p=10001 u=vagrant |  socket operation completed with rc 0
2017-05-20 18:28:12,288 p=10003 u=vagrant |  shell successfully opened
2017-05-20 18:28:12,288 p=10003 u=vagrant |  socket operation completed with rc 0
2017-05-20 18:28:13,164 p=10001 u=vagrant |  incoming request accepted on persistent socket
2017-05-20 18:28:13,165 p=10001 u=vagrant |  socket operation is EXEC
2017-05-20 18:28:13,165 p=10002 u=vagrant |  incoming request accepted on persistent socket
2017-05-20 18:28:13,165 p=10002 u=vagrant |  socket operation is EXEC
2017-05-20 18:28:13,173 p=10003 u=vagrant |  incoming request accepted on persistent socket
2017-05-20 18:28:13,174 p=10003 u=vagrant |  socket operation is EXEC
2017-05-20 18:28:13,182 p=10000 u=vagrant |  incoming request accepted on persistent socket
2017-05-20 18:28:13,183 p=10000 u=vagrant |  socket operation is EXEC
2017-05-20 18:28:13,189 p=9999 u=vagrant |  incoming request accepted on persistent socket
2017-05-20 18:28:13,189 p=9999 u=vagrant |  socket operation is EXEC
2017-05-20 18:28:17,513 p=10001 u=vagrant |  socket operation completed with rc 0
2017-05-20 18:28:17,538 p=9984 u=vagrant |  ok: [PE1]
2017-05-20 18:28:17,745 p=10139 u=vagrant |  creating new control socket for host 172.16.1.122:22 as user cisco
2017-05-20 18:28:17,747 p=10139 u=vagrant |  control socket path is /home/vagrant/.ansible/pc/19d56e3a1b
2017-05-20 18:28:17,747 p=10139 u=vagrant |  current working directory is /vagrant/Examples/Config-to-Git
2017-05-20 18:28:17,748 p=10139 u=vagrant |  using connection plugin network_cli
2017-05-20 18:28:18,309 p=10139 u=vagrant |  ssh connection done, setting terminal
2017-05-20 18:28:18,316 p=10139 u=vagrant |  ssh connection has completed successfully
2017-05-20 18:28:18,316 p=10139 u=vagrant |  connection established to 172.16.1.122 in 0:00:00.567828
2017-05-20 18:28:18,521 p=10003 u=vagrant |  socket operation completed with rc 0
2017-05-20 18:28:18,543 p=9984 u=vagrant |  ok: [E4]
2017-05-20 18:28:18,738 p=10139 u=vagrant |  incoming request accepted on persistent socket
2017-05-20 18:28:18,739 p=10139 u=vagrant |  socket operation is CONTEXT
2017-05-20 18:28:18,739 p=10139 u=vagrant |  updating play_context for connection
2017-05-20 18:28:18,740 p=10139 u=vagrant |  socket operation is EXEC
2017-05-20 18:28:18,740 p=10139 u=vagrant |  attempting to open shell to device
2017-05-20 18:28:18,779 p=9999 u=vagrant |  socket operation completed with rc 0
2017-05-20 18:28:18,803 p=9984 u=vagrant |  ok: [E1]
2017-05-20 18:28:18,976 p=10139 u=vagrant |  shell successfully opened
2017-05-20 18:28:18,976 p=10139 u=vagrant |  socket operation completed with rc 0
2017-05-20 18:28:19,077 p=10000 u=vagrant |  socket operation completed with rc 0
2017-05-20 18:28:19,110 p=10002 u=vagrant |  socket operation completed with rc 0
2017-05-20 18:28:19,129 p=9984 u=vagrant |  ok: [E2]
2017-05-20 18:28:19,153 p=9984 u=vagrant |  ok: [E3]
2017-05-20 18:28:19,181 p=10139 u=vagrant |  incoming request accepted on persistent socket
2017-05-20 18:28:19,182 p=10139 u=vagrant |  socket operation is EXEC
2017-05-20 18:28:22,092 p=10139 u=vagrant |  socket operation completed with rc 0
2017-05-20 18:28:22,111 p=9984 u=vagrant |  ok: [PE2]
2017-05-20 18:28:22,116 p=9984 u=vagrant |  TASK [set_fact] ************************************************************************************
2017-05-20 18:28:22,402 p=9984 u=vagrant |  ok: [E2]
2017-05-20 18:28:22,412 p=9984 u=vagrant |  ok: [E1]
